simulation_number,team_name,wins,losses,npi_rank,got_auto_bid,got_at_large,made_tournament,made_top_4,made_top_8,made_top_16
1,Adrian,7,18,46.223194012358796,False,False,False,False,False,False
1,Agnes Scott,3,19,38.566405683306066,False,False,False,False,False,False
1,Albertus Magnus,17,9,54.02276216525283,False,False,False,False,False,False
1,Albion,12,15,49.94613006200594,False,False,False,False,False,False
1,Albright,13,12,50.988123585421654,False,False,False,False,False,False
1,Alfred,13,13,49.14248585563458,False,False,False,False,False,False
1,Alfred St.,6,18,41.1128291990961,False,False,False,False,False,False
1,Allegheny,18,7,53.38741381160218,False,False,False,False,False,False
1,Alma,10,16,48.3858403662237,False,False,False,False,False,False
1,Alvernia,12,12,50.42340619955191,False,False,False,False,False,False
1,Alverno,1,23,34.866026350470484,False,False,False,False,False,False
1,Amherst,19,7,59.087613513857804,False,True,True,False,False,False
1,Anderson IN,13,13,50.82846567515524,False,False,False,False,False,False
1,Anna Maria,14,11,49.775332335219865,False,False,False,False,False,False
1,Arcadia,18,9,53.36843472831254,False,False,False,False,False,False
1,Asbury,17,9,51.365807060359856,False,False,False,False,False,False
1,Augsburg,3,21,43.033257549096625,False,False,False,False,False,False
1,Augustana,10,15,49.797083895573856,False,False,False,False,False,False
1,Aurora,15,8,51.367306682572334,False,False,False,False,False,False
1,Austin Col,9,14,46.89551747742649,False,False,False,False,False,False
1,Averett,3,20,42.7565789224484,False,False,False,False,False,False
1,Babson,18,10,56.680446085498424,False,False,False,False,False,False
1,Baldwin Wallace,26,1,65.29503865655708,True,False,True,False,True,True
1,Bard,1,23,37.254111284252915,False,False,False,False,False,False
1,Baruch,14,11,48.30626549556173,False,False,False,False,False,False
1,Bates,16,8,58.707021493854604,False,True,True,False,False,False
1,Belhaven MS,17,10,50.698946897404014,False,False,False,False,False,False
1,Beloit,3,22,40.27978530051802,False,False,False,False,False,False
1,Benedictine IL,15,12,49.66249455117918,False,False,False,False,False,False
1,Berea,14,12,51.97162478236884,False,False,False,False,False,False
1,Berry,18,8,53.50979957860586,False,False,False,False,False,False
1,Bethany Luth,11,15,46.36549785145888,False,False,False,False,False,False
1,Bethany WV,12,13,47.718665862679465,False,False,False,False,False,False
1,Bethel,23,4,62.56669720795314,True,False,True,False,False,True
1,Blackburn,1,21,32.452637323907545,False,False,False,False,False,False
1,Bluffton,10,15,48.29777786979132,False,False,False,False,False,False
1,Bowdoin,27,0,68.69699833823555,True,False,True,True,True,True
1,Brandeis,12,13,54.78430885404831,False,False,False,False,False,False
1,Brevard,18,5,53.390007921456096,True,False,True,False,False,False
1,Bridgewater MA,19,5,58.668968643227984,True,False,True,False,False,False
1,Bridgewater (VA),21,5,57.01920495499419,False,False,False,False,False,False
1,Brockport St.,24,4,58.316039106399245,False,False,False,False,False,False
1,Brooklyn Col,17,11,49.66356303196308,True,False,True,False,False,False
1,Bryn Athyn,17,7,48.64957009332048,False,False,False,False,False,False
1,Bryn Mawr,6,18,44.422155048434206,False,False,False,False,False,False
1,Buena Vista,7,17,45.69907232695671,False,False,False,False,False,False
1,Buffalo St.,5,20,43.523782172885404,False,False,False,False,False,False
1,Cairn,1,21,33.443499864438834,False,False,False,False,False,False
1,Cal Lutheran,18,7,55.77384814270119,False,False,False,False,False,False
1,Caltech,7,13,47.46604663655802,False,False,False,False,False,False
1,Calvin,16,11,53.34835188531089,False,False,False,False,False,False
1,Capital,20,7,57.22261865576204,False,False,False,False,False,False
1,Carleton,3,22,43.01939599375733,False,False,False,False,False,False
1,Carnegie Mellon,19,5,61.24732534988978,False,True,True,False,False,False
1,Carroll,18,9,56.458159864407726,False,False,False,False,False,False
1,Carthage,17,9,55.7231264022299,False,False,False,False,False,False
1,Case Western,7,18,49.80088179850491,False,False,False,False,False,False
1,Castleton,7,18,45.27313679138791,False,False,False,False,False,False
1,Catholic,25,3,62.7902983438057,True,False,True,False,False,True
1,Cedar Crest,8,12,42.05008682995379,False,False,False,False,False,False
1,Centenary,2,22,39.6861521244042,False,False,False,False,False,False
1,Centenary NJ,14,11,48.844194820921736,False,False,False,False,False,False
1,Central IA,15,12,51.424590621363905,False,False,False,False,False,False
1,Centre,20,8,53.47276086966058,False,False,False,False,False,False
1,Chapman,12,13,50.87431721773735,False,False,False,False,False,False
1,Chatham,20,5,55.254039809502636,False,False,False,False,False,False
1,Chicago,14,11,55.71522744898735,False,False,False,False,False,False
1,Christopher Newport,24,1,61.069698865258985,True,False,True,False,False,False
1,City Col NY,1,18,35.59150229485903,False,False,False,False,False,False
1,Claremont-Mudd-Scripps,10,15,49.16339059447234,False,False,False,False,False,False
1,Clark MA,11,14,49.6574629370518,False,False,False,False,False,False
1,Clarkson,9,15,46.888756274810014,False,False,False,False,False,False
1,Coast Guard,16,10,53.86834616287755,False,False,False,False,False,False
1,Coe,20,7,56.220847899872695,False,False,False,False,False,False
1,Colby,14,11,56.67414564767839,False,False,False,False,False,False
1,Colby-Sawyer,9,16,45.03320345859937,False,False,False,False,False,False
1,TCNJ,21,6,55.98590005660159,False,False,False,False,False,False
1,Colorado Col,23,3,59.9023697319915,False,True,True,False,False,False
1,Concordia IL,5,19,42.569623799526326,False,False,False,False,False,False
1,Concordia Moorhead,15,10,55.1206277534089,False,False,False,False,False,False
1,Concordia TX,13,13,50.554398062582514,False,False,False,False,False,False
1,Concordia WI,13,12,50.11306530453062,False,False,False,False,False,False
1,Cornell IA,14,10,49.69567965372525,False,False,False,False,False,False
1,Cortland,24,3,59.62488413163097,True,False,True,False,False,False
1,Covenant,6,13,42.83890014036978,False,False,False,False,False,False
1,Crown MN,4,20,38.732927084157794,False,False,False,False,False,False
1,CT College,10,14,51.61485751015714,False,False,False,False,False,False
1,Curry,8,17,47.34030893949618,False,False,False,False,False,False
1,Dallas Univ,3,21,40.32580905437031,False,False,False,False,False,False
1,Dean,5,19,41.36458409244937,False,False,False,False,False,False
1,Delaware Val,3,22,41.42637357559189,False,False,False,False,False,False
1,Denison,15,11,52.532001190419265,False,False,False,False,False,False
1,DePauw,19,7,56.84091681028067,False,False,False,False,False,False
1,DeSales,15,11,51.251164450082484,False,False,False,False,False,False
1,Dickinson,14,13,54.80390865627079,False,False,False,False,False,False
1,Dominican IL,5,19,39.70862690978833,False,False,False,False,False,False
1,Drew,14,12,51.71083686894687,False,False,False,False,False,False
1,Dubuque,10,16,48.99290325170823,False,False,False,False,False,False
1,Eastern Connecticut,11,15,49.7213405536456,False,False,False,False,False,False
1,E Mennonite,10,14,48.05248127006053,False,False,False,False,False,False
1,East Texas Baptist,21,4,60.801491442783906,False,True,True,False,False,False
1,Earlham,5,18,44.620911036143795,False,False,False,False,False,False
1,Eastern Univ,1,23,40.94875873181768,False,False,False,False,False,False
1,Edgewood,14,11,50.01107492071574,False,False,False,False,False,False
1,Elizabethtown,23,4,61.08857462826791,False,True,True,False,False,False
1,Elmhurst,16,9,53.42963377506144,False,False,False,False,False,False
1,Elmira,12,14,48.02901636508435,False,False,False,False,False,False
1,Elms,10,17,46.68188489647638,False,False,False,False,False,False
1,Emerson,16,10,54.28367253261389,False,False,False,False,False,False
1,Emmanuel,14,13,50.460195952471864,False,False,False,False,False,False
1,Emory,16,9,57.57208074322025,False,False,False,False,False,False
1,Endicott,22,5,58.83172469095021,True,False,True,False,False,False
1,Eureka,18,10,50.2622044295094,True,False,True,False,False,False
1,Farmingdale,20,9,52.33607462251667,False,False,False,False,False,False
1,FDU Madison,7,18,44.59939548103568,False,False,False,False,False,False
1,Ferrum,15,13,51.60048556077254,False,False,False,False,False,False
1,Fitchburg St.,3,24,40.86635131242326,False,False,False,False,False,False
1,Fontbonne,3,18,39.34389340839911,False,False,False,False,False,False
1,Framingham St.,14,10,52.535913369713086,False,False,False,False,False,False
1,Franciscan OH,2,22,37.157102335713084,False,False,False,False,False,False
1,Frank & Marsh,15,10,54.62130541107792,False,False,False,False,False,False
1,Franklin,15,11,52.10086717015734,False,False,False,False,False,False
1,Gallaudet,18,10,51.08352468504319,True,False,True,False,False,False
1,Geneseo St.,22,6,57.009469986045914,True,False,True,False,False,False
1,Geneva,11,14,46.76469299277171,False,False,False,False,False,False
1,George Fox,17,7,56.171707618221056,False,False,False,False,False,False
1,Gettysburg,25,2,64.71868091060605,True,False,True,False,True,True
1,Gordon,9,16,47.44597841119357,False,False,False,False,False,False
1,Goucher,14,12,48.52231536148388,False,False,False,False,False,False
1,Greensboro,3,19,40.046316879273256,False,False,False,False,False,False
1,Greenville,11,14,47.6015889117819,False,False,False,False,False,False
1,Grinnell,18,8,52.2969763628501,False,False,False,False,False,False
1,Grove City,16,11,50.074742859680676,False,False,False,False,False,False
1,Guilford,15,11,52.618227410705565,False,False,False,False,False,False
1,Gustavus Adolphus,25,2,64.0020474315176,False,True,True,False,False,True
1,Gwynedd-Mercy,5,19,44.25930353093038,False,False,False,False,False,False
1,Hamilton,15,9,56.31194011799181,False,False,False,False,False,False
1,Hamline,19,8,55.61983540289295,False,False,False,False,False,False
1,Hanover,20,8,56.21827279062394,False,False,False,False,False,False
1,Hardin-Simmons,20,5,58.67926776486744,True,False,True,False,False,False
1,Hartford,10,16,48.78021529513497,False,False,False,False,False,False
1,Hartwick,6,18,43.831290648935244,False,False,False,False,False,False
1,Haverford,10,14,49.25993683303747,False,False,False,False,False,False
1,Heidelberg,3,22,41.70625863266522,False,False,False,False,False,False
1,Hendrix,8,17,44.735139835702356,False,False,False,False,False,False
1,Hilbert,2,21,37.054527636190286,False,False,False,False,False,False
1,Hiram,11,15,46.25137836957872,False,False,False,False,False,False
1,Hobart & Smith,3,22,42.92263599555698,False,False,False,False,False,False
1,Hollins,8,12,47.8106673370487,False,False,False,False,False,False
1,Hood,7,17,46.44410233639116,False,False,False,False,False,False
1,Hope,23,4,59.23270632285317,True,False,True,False,False,False
1,Houghton,17,9,51.18562065836219,False,False,False,False,False,False
1,Howard Payne,4,20,42.82301250541652,False,False,False,False,False,False
1,Hunter,20,6,52.425161594278904,False,False,False,False,False,False
1,Huntingdon,11,15,46.08253814038206,False,False,False,False,False,False
1,Husson,13,12,50.00390677805455,False,False,False,False,False,False
1,IL Tech,10,14,45.394570234877754,False,False,False,False,False,False
1,Illinois Wesleyan,26,1,65.41943961551739,True,False,True,True,True,True
1,Illinois Col,10,15,47.13956836571912,False,False,False,False,False,False
1,Immaculata,22,3,56.90232534447159,True,False,True,False,False,False
1,Ithaca,19,8,55.93024124362361,False,False,False,False,False,False
1,J&W RI,24,2,58.073598774748824,True,False,True,False,False,False
1,John Carroll,19,7,56.88130242629314,False,False,False,False,False,False
1,John Jay,12,15,46.07604097559606,False,False,False,False,False,False
1,Johns Hopkins,21,4,61.57872864012925,False,True,True,False,False,True
1,Juniata,10,15,48.40472486288607,False,False,False,False,False,False
1,Kalamazoo,9,16,45.90305361217449,False,False,False,False,False,False
1,Kean,13,14,49.7579380020427,False,False,False,False,False,False
1,Keene St.,13,14,49.97026131253319,False,False,False,False,False,False
1,Kenyon,1,22,36.88230297809672,False,False,False,False,False,False
1,Keuka,5,20,41.28683078540131,False,False,False,False,False,False
1,Keystone,13,10,46.19397948682477,False,False,False,False,False,False
1,King's PA,8,16,44.859390497648064,False,False,False,False,False,False
1,Knox,15,11,51.95872318316564,False,False,False,False,False,False
1,La Roche,17,6,52.49719308599453,False,False,False,False,False,False
1,La Verne,6,17,46.62499037293112,False,False,False,False,False,False
1,LaGrange,14,10,48.87541147332902,True,False,True,False,False,False
1,Lake Forest,4,21,42.24663401356285,False,False,False,False,False,False
1,Lakeland,12,14,46.952577225092455,False,False,False,False,False,False
1,Lancaster Bib,9,14,43.95244461467173,False,False,False,False,False,False
1,Lasell,10,15,47.12184603522512,False,False,False,False,False,False
1,Lawrence,18,8,52.823082294260345,False,False,False,False,False,False
1,LeTourneau,6,16,45.527236062983185,False,False,False,False,False,False
1,Lebanon Val,21,5,55.72173602532746,True,False,True,False,False,False
1,Lehman,11,15,44.03703266289414,False,False,False,False,False,False
1,Lesley,8,16,40.18286615961893,False,False,False,False,False,False
1,Lewis & Clark,5,14,46.363959643479284,False,False,False,False,False,False
1,Linfield,16,7,55.52472693080494,False,False,False,False,False,False
1,Loras,9,16,49.17680986056965,False,False,False,False,False,False
1,Luther,18,9,53.51319755057201,False,False,False,False,False,False
1,Lycoming,4,21,42.001806906571105,False,False,False,False,False,False
1,Lynchburg,10,14,49.16678043135769,False,False,False,False,False,False
1,Lyon,8,16,44.22672114030117,False,False,False,False,False,False
1,Mary Hardin-Baylor,17,7,57.80818190394478,False,False,False,False,False,False
1,MA Boston,10,16,48.08957187971892,False,False,False,False,False,False
1,MA Dartmouth,22,5,59.56121123311847,False,True,True,False,False,False
1,Macalester,12,13,51.22273787415494,False,False,False,False,False,False
1,Manchester,8,16,47.27977776275156,False,False,False,False,False,False
1,Manhattanville,19,8,51.62360337568767,False,False,False,False,False,False
1,Maranatha Bap,0,11,25.961658974894107,False,False,False,False,False,False
1,Marian WI,7,18,44.1391176083453,False,False,False,False,False,False
1,Marietta,15,11,53.392111977119846,False,False,False,False,False,False
1,Martin Luther,16,10,47.582355040836546,False,False,False,False,False,False
1,Mary Washington,9,17,49.410752913404274,False,False,False,False,False,False
1,Marymount,9,15,49.89355978595191,False,False,False,False,False,False
1,Maryville TN,11,15,46.248599196114576,False,False,False,False,False,False
1,Marywood,12,14,47.11771630048209,False,False,False,False,False,False
1,McDaniel,17,9,55.18098377681815,False,False,False,False,False,False
1,McMurry,20,4,59.1643931992587,False,True,True,False,False,False
1,ME Farmington,8,13,44.75640362008098,False,False,False,False,False,False
1,ME Maritime,22,4,57.73285118622422,True,False,True,False,False,False
1,ME Presque Isle,3,14,39.01071615893594,False,False,False,False,False,False
1,Medgar Evers,3,18,39.236930493145756,False,False,False,False,False,False
1,Merchant Marine,24,2,58.82702161834776,False,True,True,False,False,False
1,Meredith,7,15,43.91878296447108,False,False,False,False,False,False
1,Messiah,25,2,60.81470247337061,True,False,True,False,False,False
1,Methodist,15,10,49.8377270238411,False,False,False,False,False,False
1,Middlebury,15,10,56.383011268906664,False,False,False,False,False,False
1,Millikin,9,18,49.58677144682613,False,False,False,False,False,False
1,Millsaps,23,4,56.82288578555326,True,False,True,False,False,False
1,Milwaukee Eng,15,12,50.82169506064229,False,False,False,False,False,False
1,Misericordia,6,19,44.319644491421,False,False,False,False,False,False
1,MIT,11,15,52.273129986100315,False,False,False,False,False,False
1,Mitchell,2,18,39.76420543317643,False,False,False,False,False,False
1,MN Morris,9,10,46.207682840968246,False,False,False,False,False,False
1,Monmouth IL,5,20,42.889016585614016,False,False,False,False,False,False
1,Montclair St.,23,4,57.34172335243679,True,False,True,False,False,False
1,Moravian,6,19,45.342267731803716,False,False,False,False,False,False
1,Morrisville St.,6,19,44.49632281016781,False,False,False,False,False,False
1,MS Women,8,17,43.875946289640375,False,False,False,False,False,False
1,Mt. Aloysius,15,10,49.321760521133356,False,False,False,False,False,False
1,Mt. Holyoke,4,21,40.39442540649865,False,False,False,False,False,False
1,Mt. Mary,6,11,39.17439158847842,False,False,False,False,False,False
1,Mt. St. Joseph,21,7,56.571653007889914,True,False,True,False,False,False
1,Mt. St. Mary,18,10,51.75880003911833,True,False,True,False,False,False
1,Mt. St. Vincent,15,12,48.96174919437299,False,False,False,False,False,False
1,Mt. Union,12,13,50.48832792485324,False,False,False,False,False,False
1,Muhlenberg,15,10,52.29171859293166,False,False,False,False,False,False
1,Muskingum,3,21,43.592087102019455,False,False,False,False,False,False
1,N Central IL,10,15,50.002361759062886,False,False,False,False,False,False
1,N Central MN,4,21,39.39389224085933,False,False,False,False,False,False
1,N England Col,10,15,45.009370564576805,False,False,False,False,False,False
1,Nazareth,20,7,54.72953114285183,False,False,False,False,False,False
1,NC Wesleyan,16,9,50.58226283308965,False,False,False,False,False,False
1,NE Wesleyan,2,21,41.70056300934985,False,False,False,False,False,False
1,Neumann,15,10,51.80397006437929,False,False,False,False,False,False
1,Nichols,13,12,50.04964662832206,False,False,False,False,False,False
1,New Jersey City,10,16,48.974778565168606,False,False,False,False,False,False
1,North Park,3,22,42.92536527865316,False,False,False,False,False,False
1,Northland,0,21,30.985529485431126,False,False,False,False,False,False
1,Northwestern MN,18,9,50.488106698745916,False,False,False,False,False,False
1,Norwich,10,14,46.32176178672842,False,False,False,False,False,False
1,Notre Dame MD,12,13,46.47751071041914,False,False,False,False,False,False
1,NVU-Johnson,2,18,35.15344606923745,False,False,False,False,False,False
1,NVU-Lyndon,8,14,41.94630724388884,False,False,False,False,False,False
1,NYU,25,0,68.3628871535057,True,False,True,True,True,True
1,Oberlin,14,12,51.85871179428803,False,False,False,False,False,False
1,Occidental,9,11,50.07670942631064,False,False,False,False,False,False
1,Oglethorpe,14,12,50.2068926150002,False,False,False,False,False,False
1,Ohio Northern,19,8,57.757000796931194,False,False,False,False,False,False
1,Ohio Wesleyan,25,2,62.82965886824212,True,False,True,False,False,True
1,Old Westbury,0,25,30.155557039048333,False,False,False,False,False,False
1,Olivet MI,5,20,43.385682447806076,False,False,False,False,False,False
1,Oswego St.,17,10,53.17579860999739,False,False,False,False,False,False
1,Otterbein,13,14,52.40903698278075,False,False,False,False,False,False
1,Pac Lutheran,6,15,47.66278988472549,False,False,False,False,False,False
1,Pacific,10,14,50.175939958073826,False,False,False,False,False,False
1,Peace,4,20,40.678251556262865,False,False,False,False,False,False
1,Penn Col Tech,13,11,47.53606031815888,False,False,False,False,False,False
1,Pfeiffer,9,10,46.8562003905754,False,False,False,False,False,False
1,Piedmont,18,8,52.66523262489853,False,False,False,False,False,False
1,Pitt-Bradford,3,17,39.42283370405801,False,False,False,False,False,False
1,Pitt-Greensburg,3,19,37.3668002451761,False,False,False,False,False,False
1,Plattsburgh St.,14,12,50.83483038537625,False,False,False,False,False,False
1,Plymouth St.,5,20,42.298484260775425,False,False,False,False,False,False
1,Pomona-Pitzer,14,13,51.7344790581404,False,False,False,False,False,False
1,Principia,13,12,48.68754792945533,False,False,False,False,False,False
1,PSU-Abington,16,8,50.19822486479228,False,False,False,False,False,False
1,PSU-Altoona,14,11,49.01699647845822,False,False,False,False,False,False
1,Penn State-Behrend,20,5,54.885547995219056,True,False,True,False,False,False
1,PSU-Berks,3,20,39.209153716216996,False,False,False,False,False,False
1,PSU-Harrisburg,18,9,51.853054830165405,False,False,False,False,False,False
1,Puget Sound,10,13,51.528577862629184,False,False,False,False,False,False
1,Purchase,5,20,39.72669888110172,False,False,False,False,False,False
1,Stockton,11,14,47.9974373211651,False,False,False,False,False,False
1,Ramapo,3,22,41.49535577660196,False,False,False,False,False,False
1,Randolph Col,10,14,49.27816116324303,False,False,False,False,False,False
1,Randolph-Macon,27,1,64.40000846509861,True,False,True,False,False,True
1,Redlands,14,13,52.35160133443392,False,False,False,False,False,False
1,Regis MA,6,19,44.06234803064697,False,False,False,False,False,False
1,Rensselaer,11,14,48.43316940810193,False,False,False,False,False,False
1,Rhodes,6,18,46.70526470293102,False,False,False,False,False,False
1,Rhode Island College,21,6,59.273507133854274,True,False,True,False,False,False
1,Ripon,23,4,58.07773292938488,True,False,True,False,False,False
1,Rivier,15,11,51.54253129239912,False,False,False,False,False,False
1,Roanoke,13,13,51.277706050513615,False,False,False,False,False,False
1,Rochester,12,13,54.51667070806325,False,False,False,False,False,False
1,Rochester Tech,15,12,52.402343506137974,False,False,False,False,False,False
1,Rockford,5,17,43.20075265297516,False,False,False,False,False,False
1,Roger Williams,18,9,56.17939090104554,False,False,False,False,False,False
1,Rose-Hulman,12,13,51.053296007341935,False,False,False,False,False,False
1,Rosemont,2,22,37.27346679934626,False,False,False,False,False,False
1,Rowan,17,9,52.924611021979814,False,False,False,False,False,False
1,Sage,11,15,47.82490635154711,False,False,False,False,False,False
1,Rutgers-Camden,8,16,44.97207197024426,False,False,False,False,False,False
1,Rutgers-Newark,3,22,39.66975925498265,False,False,False,False,False,False
1,S Maine,17,10,53.489204205020606,False,False,False,False,False,False
1,S Virginia,24,3,58.54088019734484,False,True,True,False,False,False
1,Salem MA,15,13,51.01101634949438,False,False,False,False,False,False
1,Salem NC,1,19,35.560877559633674,False,False,False,False,False,False
1,Salisbury,12,14,50.60537210691207,False,False,False,False,False,False
1,Salve Regina,15,11,53.28260454668679,False,False,False,False,False,False
1,Sarah Lawrence,6,20,41.41823909215694,False,False,False,False,False,False
1,Schreiner,5,17,46.1228072477996,False,False,False,False,False,False
1,Scranton,24,2,64.58734575195693,False,True,True,False,True,True
1,Sewanee,11,15,47.7603974078341,False,False,False,False,False,False
1,Shenandoah,17,10,54.57750516634731,False,False,False,False,False,False
1,Simpson (Iowa),14,11,52.61610730196853,False,False,False,False,False,False
1,Skidmore,17,11,54.587841877022704,True,False,True,False,False,False
1,Smith,26,2,63.52282429202098,True,False,True,False,False,True
1,Spalding,10,16,45.70518102827299,False,False,False,False,False,False
1,Springfield,16,11,55.87479469574988,False,False,False,False,False,False
1,St. Benedict,17,10,54.72065604601569,False,False,False,False,False,False
1,St. Catherine,13,12,52.24517617448321,False,False,False,False,False,False
1,St. Elizabeth,13,12,47.03684026078603,False,False,False,False,False,False
1,St. John Fisher,19,8,55.24686472054542,False,False,False,False,False,False
1,St. Joseph CT,17,9,53.531510631941806,False,False,False,False,False,False
1,St. Joseph's LI,17,10,50.7171938344909,False,False,False,False,False,False
1,St. Joseph's ME,20,7,55.75444762534256,False,False,False,False,False,False
1,St. Joseph's NY,9,16,44.493615543599425,False,False,False,False,False,False
1,St. Lawrence,16,10,52.62609214496037,False,False,False,False,False,False
1,St. Mary's IN,6,18,45.155125609727484,False,False,False,False,False,False
1,St. Mary's MD,20,8,50.94600189505303,False,False,False,False,False,False
1,St. Mary's MN,13,12,51.86590997024886,False,False,False,False,False,False
1,St. Norbert,23,4,58.01607669845477,True,False,True,False,False,False
1,St. Olaf,7,18,46.0761250413561,False,False,False,False,False,False
1,St. Scholastica,12,13,50.669480902648935,False,False,False,False,False,False
1,St. Thomas TX,14,8,53.13319085309602,False,False,False,False,False,False
1,St. Vincent,13,13,48.519342761244346,False,False,False,False,False,False
1,Stevens,17,9,52.80478581506625,False,False,False,False,False,False
1,Stevenson,9,16,48.140374437450575,False,False,False,False,False,False
1,Suffolk,13,13,51.230059238343564,False,False,False,False,False,False
1,SUNY Canton,15,11,51.00274275038956,False,False,False,False,False,False
1,SUNY Cobleskill,23,5,54.6849119754238,False,False,False,False,False,False
1,SUNY Delhi,0,22,28.12233369547755,False,False,False,False,False,False
1,SUNY Fredonia,8,15,46.29659940752505,False,False,False,False,False,False
1,SUNY New Paltz,17,10,53.879799193698,False,False,False,False,False,False
1,SUNY Oneonta,11,15,48.83128888745613,False,False,False,False,False,False
1,SUNY Potsdam,9,15,46.97580766181493,False,False,False,False,False,False
1,SUNYIT,6,19,44.227899823711525,False,False,False,False,False,False
1,Susquehanna,15,11,52.55527456845678,False,False,False,False,False,False
1,SW Univ TX,7,17,46.643880898811204,False,False,False,False,False,False
1,Swarthmore,8,16,48.21293139066499,False,False,False,False,False,False
1,Thiel,0,24,29.725354888078545,False,False,False,False,False,False
1,Thomas ME,7,16,43.66916770332743,False,False,False,False,False,False
1,Transylvania,20,6,57.28200983631015,False,False,False,False,False,False
1,Trine,24,3,61.7281511646662,False,True,True,False,False,True
1,Trinity (Conn),19,8,59.86915793085612,False,True,True,False,False,False
1,Trinity DC,0,10,26.754838142518828,False,False,False,False,False,False
1,Trinity (Texas),16,11,55.05267265223387,True,False,True,False,False,False
1,Tufts,15,10,59.12021615325861,False,True,True,False,False,False
1,TX Lutheran,22,5,58.54533627824679,False,True,True,False,False,False
1,U New England,15,12,53.0074082131071,False,False,False,False,False,False
1,UC Santa Cruz,5,13,47.440872806631255,False,False,False,False,False,False
1,Union NY,13,12,50.49791371206886,False,False,False,False,False,False
1,Univ Ozarks,13,12,49.95492420330418,False,False,False,False,False,False
1,Ursinus,15,10,53.23388834584293,False,False,False,False,False,False
1,Utica,4,21,41.719423322812666,False,False,False,False,False,False
1,VA Wesleyan,4,19,42.714208521290566,False,False,False,False,False,False
1,Valley Forge,3,18,37.896424468710215,False,False,False,False,False,False
1,Vassar,19,7,56.05478679650479,False,False,False,False,False,False
1,Western Connecticut,5,20,43.59434172568788,False,False,False,False,False,False
1,W New England,24,3,60.720820695372986,False,True,True,False,False,False
1,Warren Wilson,2,14,40.27099229018893,False,False,False,False,False,False
1,Wartburg,25,2,61.10292703857531,True,False,True,False,False,False
1,Washington & Jefferson,22,4,57.91838402149117,True,False,True,False,False,False
1,Washington & Lee,23,4,59.675519379739995,False,True,True,False,False,False
1,Washington MD,17,10,54.23897279508803,False,False,False,False,False,False
1,WashU,17,8,58.25159996906576,False,False,False,False,False,False
1,Waynesburg,13,11,47.70229071108536,False,False,False,False,False,False
1,Webster,24,3,57.19637507821319,False,False,False,False,False,False
1,Wellesley,8,16,46.09333159820893,False,False,False,False,False,False
1,Wentworth Tech,2,23,39.51378029180578,False,False,False,False,False,False
1,Wesleyan CT,8,16,51.069554581492284,False,False,False,False,False,False
1,Wesleyan GA,0,18,30.852948564010223,False,False,False,False,False,False
1,Westfield St.,17,10,52.73312606845864,False,False,False,False,False,False
1,Westminster MO,19,6,53.95525245220351,False,False,False,False,False,False
1,Westminster PA,4,21,40.30397219716556,False,False,False,False,False,False
1,Wheaton (IL),15,12,54.21332182968188,False,False,False,False,False,False
1,Wheaton MA,7,18,47.739425923833544,False,False,False,False,False,False
1,Whitman,26,0,65.43175558049549,True,False,True,True,True,True
1,Whittier,19,4,57.08074511604566,True,False,True,False,False,False
1,Whitworth,7,17,47.28184792761417,False,False,False,False,False,False
1,UW-Eau Claire,8,17,51.780999518178554,False,False,False,False,False,False
1,UW-La Crosse,16,11,57.956637296316984,False,False,False,False,False,False
1,Wisconsin Lutheran,20,8,55.42995316455297,False,False,False,False,False,False
1,UW-Oshkosh,24,3,64.81487353682627,True,False,True,False,True,True
1,UW-Platteville,8,17,51.55863431130805,False,False,False,False,False,False
1,UW-River Falls,14,12,55.70592755398403,False,False,False,False,False,False
1,UW-Stevens Point,18,8,58.05233909086079,False,False,False,False,False,False
1,UW-Stout,20,7,61.27221980125592,False,True,True,False,False,False
1,UW-Superior,17,9,50.78887180302505,True,False,True,False,False,False
1,UW-Whitewater,20,7,60.13486363925269,False,True,True,False,False,False
1,Widener,16,9,54.27529836099027,False,False,False,False,False,False
1,Wilkes,0,25,33.60137131709299,False,False,False,False,False,False
1,Willamette,8,16,48.82486719451696,False,False,False,False,False,False
1,Williams,14,11,56.42965543823239,False,False,False,False,False,False
1,Wilmington OH,7,18,47.81633525123024,False,False,False,False,False,False
1,Wilson,8,16,42.86300695537048,False,False,False,False,False,False
1,Wittenberg,16,10,52.57239696724059,False,False,False,False,False,False
1,Wm Paterson,19,8,54.01437181598428,False,False,False,False,False,False
1,Wooster,5,18,42.37097503659419,False,False,False,False,False,False
1,Worcester St,9,17,47.52397714954094,False,False,False,False,False,False
1,WPI,12,14,51.52616162503969,False,False,False,False,False,False
1,Yeshiva,4,19,40.391242354188606,False,False,False,False,False,False
1,York NY,3,17,37.694592270529114,False,False,False,False,False,False
1,York PA,17,10,53.68189194482523,False,False,False,False,False,False
2,Adrian,7,18,46.261141848273546,False,False,False,False,False,False
2,Agnes Scott,3,19,38.43974971938936,False,False,False,False,False,False
2,Albertus Magnus,17,9,53.99851719080451,False,False,False,False,False,False
2,Albion,12,15,49.9227790008035,False,False,False,False,False,False
2,Albright,13,12,50.995069674684515,False,False,False,False,False,False
2,Alfred,13,13,49.0333515809568,False,False,False,False,False,False
2,Alfred St.,6,18,41.00313665629742,False,False,False,False,False,False
2,Allegheny,18,7,53.431212639362116,False,False,False,False,False,False
2,Alma,10,16,48.37609374462078,False,False,False,False,False,False
